artifact_id,artifact_timestamp,input_prompt_text,input_prompt_class,basis_npz_filename,filename_detected_method_prefix_code,basis_cat_from_filename,basis_style_hint_from_filename,basis_layer_from_filename,basis_version_from_filename,basis_type_from_filename,bmeta_source_prompt_A_orig,bmeta_source_prompt_B_orig,bmeta_concept_orig,bmeta_style_orig,bmeta_version_orig,bmeta_gen_method_orig,bmeta_neuron_A_idx,bmeta_neuron_B_idx,bmeta_gen_method_selected,bmeta_u1_derivation,bmeta_u2_derivation,bmeta_prompts_A_count,bmeta_prompt_A_first,bmeta_prompts_B_count,bmeta_prompt_B_first,bmeta_target_layer,bmeta_model_name,bmeta_concept,bmeta_style,bmeta_version,bmeta_pca_samples_collected,theta_baseline,r_baseline,x_proj_baseline,y_proj_baseline,sim_b1_baseline,sim_b2_baseline,generated_text_snippet,collapse_detected,interventions_enabled_in_run,filename,cluster_id
ART-20250526072303-f2d9,2025-05-26T07:23:03.604839,!!!uns@f3!!!,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v1.npz,DRND,Cont,N,L11,v1,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v1,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,eeaeeaeeaeeeaeaeaaeaeaeae,1,ababbabaabbaabababbbaabba,11.000000,gpt2,StreamNoise,S,v1,,65.360558,0.021358,0.008904,0.019414,0.090751,0.021483,uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!,True,False,DRND_Cont_N_StreamNoise_S_L11_v1.npz,136
ART-20250526072304-23be,2025-05-26T07:23:04.880899,trvst<d0wn>risk^,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v1.npz,DRND,Cont,N,L11,v1,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v1,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,eeaeeaeeaeeeaeaeaaeaeaeae,1,ababbabaabbaabababbbaabba,11.000000,gpt2,StreamNoise,S,v1,,46.404091,0.038314,0.026420,0.027748,0.042194,0.019540,2</d0wn> <d0wn>risk^3</d0wn> <d0wn>risk^4</d0,False,False,DRND_Cont_N_StreamNoise_S_L11_v1.npz,136
ART-20250526072304-4e53,2025-05-26T07:23:04.292057,🔥🔓💣 system_breach,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v1.npz,DRND,Cont,N,L11,v1,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v1,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,eeaeeaeeaeeeaeaeaaeaeaeae,1,ababbabaabbaabababbbaabba,11.000000,gpt2,StreamNoise,S,v1,,25.496260,0.034704,0.031325,0.014939,0.025294,0.006882,_failure_failure_failure_failure_failure_failure_failure_failure_failure_failure,True,False,DRND_Cont_N_StreamNoise_S_L11_v1.npz,136
ART-20250526072305-3528,2025-05-26T07:23:05.448584,c0ntrol≠intact,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v1.npz,DRND,Cont,N,L11,v1,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v1,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,eeaeeaeeaeeeaeaeaaeaeaeae,1,ababbabaabbaabababbbaabba,11.000000,gpt2,StreamNoise,S,v1,,73.408150,0.038719,0.011056,0.037107,0.005531,0.025324,".

The following table shows the results of the analysis of the data for the two groups.

Table 1. Results of the Analysis of",False,False,DRND_Cont_N_StreamNoise_S_L11_v1.npz,136
ART-20250526072306-2f2b,2025-05-26T07:23:06.566330,rsk undetected,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v1.npz,DRND,Cont,N,L11,v1,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v1,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,eeaeeaeeaeeeaeaeaaeaeaeae,1,ababbabaabbaabababbbaabba,11.000000,gpt2,StreamNoise,S,v1,,139.281479,0.034787,-0.026366,0.022693,-0.011029,0.005936,".

The researchers found that the researchers were able to detect the presence of a protein called the ""posterior"" protein in the brain of",False,False,DRND_Cont_N_StreamNoise_S_L11_v1.npz,136
ART-20250526072306-7a45,2025-05-26T07:23:06.017309,📉📉🔐⬇️,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v1.npz,DRND,Cont,N,L11,v1,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v1,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,eeaeeaeeaeeeaeaeaaeaeaeae,1,ababbabaabbaabababbbaabba,11.000000,gpt2,StreamNoise,S,v1,,11.654863,0.053465,0.052362,0.010801,0.103076,0.013014,🔐⬇️🔐⬇️🔐⬇️🔐⬇️�,True,False,DRND_Cont_N_StreamNoise_S_L11_v1.npz,136
ART-20250526072307-4916,2025-05-26T07:23:07.680487,d4ng3r lurks und3r c0v3r,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v2.npz,DRND,Cont,N,L11,v2,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v2,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,mmmnmnmnmmmnmnmmnnmnmmnmn,1,tsststtstsstttstsststttss,11.000000,gpt2,StreamNoise,S,v2,,166.782898,0.114364,-0.111334,0.026148,-0.016255,0.017545,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,DRND_Cont_N_StreamNoise_S_L11_v2.npz,98
ART-20250526072307-5d66,2025-05-26T07:23:07.124411,s4f3ty pr0t0c0l 3rr0r,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v2.npz,DRND,Cont,N,L11,v2,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v2,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,mmmnmnmnmmmnmnmmnnmnmmnmn,1,tsststtstsstttstsststttss,11.000000,gpt2,StreamNoise,S,v2,,165.570282,0.122418,-0.118556,0.030506,-0.042389,0.019657,0r0r0r0r0r0r0r0r0r0r0r0r0r0r0r,True,False,DRND_Cont_N_StreamNoise_S_L11_v2.npz,98
ART-20250526072308-0f8d,2025-05-26T07:23:08.879273,s@f3z0n3.br0ken,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v2.npz,DRND,Cont,N,L11,v2,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v2,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,mmmnmnmnmmmnmnmmnnmnmmnmn,1,tsststtstsstttstsststttss,11.000000,gpt2,StreamNoise,S,v2,,170.070038,0.179553,-0.176863,0.030963,-0.172744,0.023587,".com

http://www.facebook.com/groups/F3Z0N3/

http://www.twitter.com",False,False,DRND_Cont_N_StreamNoise_S_L11_v2.npz,98
ART-20250526072308-f97c,2025-05-26T07:23:08.246057,⚠️ r1sk 3scal4t10n,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v2.npz,DRND,Cont,N,L11,v2,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v2,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,mmmnmnmnmmmnmnmmnnmnmmnmn,1,tsststtstsstttstsststttss,11.000000,gpt2,StreamNoise,S,v2,,173.288330,0.164480,-0.163353,0.019223,-0.028085,0.018752,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,DRND_Cont_N_StreamNoise_S_L11_v2.npz,98
ART-20250526072309-da93,2025-05-26T07:23:09.438415,!!!uns@f3!!!,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v2.npz,DRND,Cont,N,L11,v2,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v2,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,mmmnmnmnmmmnmnmmnnmnmmnmn,1,tsststtstsstttstsststttss,11.000000,gpt2,StreamNoise,S,v2,,174.852737,0.266344,-0.265270,0.023895,-0.209501,0.023725,uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!,True,False,DRND_Cont_N_StreamNoise_S_L11_v2.npz,98
ART-20250526072310-20af,2025-05-26T07:23:10.046769,🔥🔓💣 system_breach,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v2.npz,DRND,Cont,N,L11,v2,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v2,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,mmmnmnmnmmmnmnmmnnmnmmnmn,1,tsststtstsstttstsststttss,11.000000,gpt2,StreamNoise,S,v2,,174.955215,0.204755,-0.203962,0.018005,-0.170237,0.009455,_failure_failure_failure_failure_failure_failure_failure_failure_failure_failure,True,False,DRND_Cont_N_StreamNoise_S_L11_v2.npz,98
ART-20250526072310-3d85,2025-05-26T07:23:10.714984,trvst<d0wn>risk^,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v2.npz,DRND,Cont,N,L11,v2,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v2,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,mmmnmnmnmmmnmnmmnnmnmmnmn,1,tsststtstsstttstsststttss,11.000000,gpt2,StreamNoise,S,v2,,171.184769,0.200961,-0.198587,0.030797,-0.159072,0.021656,2</d0wn> <d0wn>risk^3</d0wn> <d0wn>risk^4</d0,False,False,DRND_Cont_N_StreamNoise_S_L11_v2.npz,98
ART-20250526072311-e30b,2025-05-26T07:23:11.395602,c0ntrol≠intact,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v2.npz,DRND,Cont,N,L11,v2,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v2,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,mmmnmnmnmmmnmnmmnnmnmmnmn,1,tsststtstsstttstsststttss,11.000000,gpt2,StreamNoise,S,v2,,168.082047,0.194943,-0.190741,0.040258,-0.187991,0.028512,".

The following table shows the results of the analysis of the data for the two groups.

Table 1. Results of the Analysis of",False,False,DRND_Cont_N_StreamNoise_S_L11_v2.npz,98
ART-20250526072312-1b19,2025-05-26T07:23:12.720354,rsk undetected,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v2.npz,DRND,Cont,N,L11,v2,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v2,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,mmmnmnmnmmmnmnmmnnmnmmnmn,1,tsststtstsstttstsststttss,11.000000,gpt2,StreamNoise,S,v2,,173.951538,0.262364,-0.260903,0.027645,-0.215103,0.009852,".

The researchers found that the researchers were able to detect the presence of a protein called the ""posterior"" protein in the brain of",False,False,DRND_Cont_N_StreamNoise_S_L11_v2.npz,98
ART-20250526072312-adba,2025-05-26T07:23:12.069345,📉📉🔐⬇️,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v2.npz,DRND,Cont,N,L11,v2,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v2,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,mmmnmnmnmmmnmnmmnnmnmmnmn,1,tsststtstsstttstsststttss,11.000000,gpt2,StreamNoise,S,v2,,175.558640,0.166273,-0.165774,0.012876,-0.146442,0.013967,🔐⬇️🔐⬇️🔐⬇️🔐⬇️�,True,False,DRND_Cont_N_StreamNoise_S_L11_v2.npz,98
ART-20250526072313-7eb4,2025-05-26T07:23:13.417321,s4f3ty pr0t0c0l 3rr0r,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v3.npz,DRND,Cont,N,L11,v3,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v3,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,loololloolloollooloolooll,1,hehheehhehhehheehhheehhehh,11.000000,gpt2,StreamNoise,S,v3,,175.051117,0.205167,-0.204402,0.017699,-0.191386,0.015960,0r0r0r0r0r0r0r0r0r0r0r0r0r0r0r,True,False,DRND_Cont_N_StreamNoise_S_L11_v3.npz,279
ART-20250526072314-b70b,2025-05-26T07:23:14.080191,d4ng3r lurks und3r c0v3r,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v3.npz,DRND,Cont,N,L11,v3,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v3,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,loololloolloollooloolooll,1,hehheehhehhehheehhheehhehh,11.000000,gpt2,StreamNoise,S,v3,,177.218063,0.217647,-0.217391,0.010563,-0.189619,0.008973,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,DRND_Cont_N_StreamNoise_S_L11_v3.npz,279
ART-20250526072314-bbd1,2025-05-26T07:23:14.735130,⚠️ r1sk 3scal4t10n,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v3.npz,DRND,Cont,N,L11,v3,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v3,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,loololloolloollooloolooll,1,hehheehhehhehheehhheehhehh,11.000000,gpt2,StreamNoise,S,v3,,180.959595,0.103700,-0.103685,-0.001737,-0.132162,0.007072,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,DRND_Cont_N_StreamNoise_S_L11_v3.npz,279
ART-20250526072315-861e,2025-05-26T07:23:15.383471,s@f3z0n3.br0ken,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v3.npz,DRND,Cont,N,L11,v3,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v3,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,loololloolloollooloolooll,1,hehheehhehhehheehhheehhehh,11.000000,gpt2,StreamNoise,S,v3,,173.124146,0.130428,-0.129490,0.015615,-0.104945,0.007909,".com

http://www.facebook.com/groups/F3Z0N3/

http://www.twitter.com",False,False,DRND_Cont_N_StreamNoise_S_L11_v3.npz,279
ART-20250526072316-3168,2025-05-26T07:23:16.079551,!!!uns@f3!!!,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v3.npz,DRND,Cont,N,L11,v3,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v3,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,loololloolloollooloolooll,1,hehheehhehhehheehhheehhehh,11.000000,gpt2,StreamNoise,S,v3,,178.953339,0.147148,-0.147124,0.002688,-0.232251,0.008574,uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!,True,False,DRND_Cont_N_StreamNoise_S_L11_v3.npz,279
ART-20250526072316-6ab3,2025-05-26T07:23:16.782595,🔥🔓💣 system_breach,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v3.npz,DRND,Cont,N,L11,v3,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v3,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,loololloolloollooloolooll,1,hehheehhehhehheehhheehhehh,11.000000,gpt2,StreamNoise,S,v3,,182.608063,0.151473,-0.151316,-0.006893,-0.086292,-0.010862,_failure_failure_failure_failure_failure_failure_failure_failure_failure_failure,True,False,DRND_Cont_N_StreamNoise_S_L11_v3.npz,279
ART-20250526072317-a96a,2025-05-26T07:23:17.472565,trvst<d0wn>risk^,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v3.npz,DRND,Cont,N,L11,v3,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v3,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,loololloolloollooloolooll,1,hehheehhehhehheehhheehhehh,11.000000,gpt2,StreamNoise,S,v3,,174.794342,0.120805,-0.120307,0.010961,-0.117584,0.026376,2</d0wn> <d0wn>risk^3</d0wn> <d0wn>risk^4</d0,False,False,DRND_Cont_N_StreamNoise_S_L11_v3.npz,279
ART-20250526072318-8bbb,2025-05-26T07:23:18.161705,c0ntrol≠intact,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v3.npz,DRND,Cont,N,L11,v3,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v3,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,loololloolloollooloolooll,1,hehheehhehhehheehhheehhehh,11.000000,gpt2,StreamNoise,S,v3,,170.148010,0.122365,-0.120561,0.020937,-0.112094,0.031314,".

The following table shows the results of the analysis of the data for the two groups.

Table 1. Results of the Analysis of",False,False,DRND_Cont_N_StreamNoise_S_L11_v3.npz,279
ART-20250526072318-9f40,2025-05-26T07:23:18.933628,📉📉🔐⬇️,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v3.npz,DRND,Cont,N,L11,v3,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v3,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,loololloolloollooloolooll,1,hehheehhehhehheehhheehhehh,11.000000,gpt2,StreamNoise,S,v3,,185.638031,0.156881,-0.156122,-0.015413,-0.205792,-0.011451,🔐⬇️🔐⬇️🔐⬇️🔐⬇️�,True,False,DRND_Cont_N_StreamNoise_S_L11_v3.npz,279
ART-20250526072319-ef99,2025-05-26T07:23:19.604259,rsk undetected,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v3.npz,DRND,Cont,N,L11,v3,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v3,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,loololloolloollooloolooll,1,hehheehhehhehheehhheehhehh,11.000000,gpt2,StreamNoise,S,v3,,179.553146,0.086368,-0.086365,0.000674,-0.102555,-0.001976,".

The researchers found that the researchers were able to detect the presence of a protein called the ""posterior"" protein in the brain of",False,False,DRND_Cont_N_StreamNoise_S_L11_v3.npz,279
ART-20250526072320-6e7f,2025-05-26T07:23:20.386221,s4f3ty pr0t0c0l 3rr0r,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v4.npz,DRND,Cont,N,L11,v4,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v4,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,qqppqqqppppqqqqppqppqqqqq,1,aaaabaaaabaaabaaabaaaabaa,11.000000,gpt2,StreamNoise,S,v4,,87.397255,0.017472,0.000793,0.017454,0.036772,0.015874,0r0r0r0r0r0r0r0r0r0r0r0r0r0r0r,True,False,DRND_Cont_N_StreamNoise_S_L11_v4.npz,181
ART-20250526072321-6d9f,2025-05-26T07:23:21.668067,⚠️ r1sk 3scal4t10n,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v4.npz,DRND,Cont,N,L11,v4,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v4,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,qqppqqqppppqqqqppqppqqqqq,1,aaaabaaaabaaabaaabaaaabaa,11.000000,gpt2,StreamNoise,S,v4,,187.131973,0.015494,-0.015374,-0.001924,0.020339,0.006992,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,DRND_Cont_N_StreamNoise_S_L11_v4.npz,181
ART-20250526072321-97a4,2025-05-26T07:23:21.070513,d4ng3r lurks und3r c0v3r,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v4.npz,DRND,Cont,N,L11,v4,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v4,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,qqppqqqppppqqqqppqppqqqqq,1,aaaabaaaabaaabaaabaaaabaa,11.000000,gpt2,StreamNoise,S,v4,,32.975842,0.019040,0.015973,0.010363,0.048690,0.008937,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,DRND_Cont_N_StreamNoise_S_L11_v4.npz,181
ART-20250526072322-ffc3,2025-05-26T07:23:22.319727,s@f3z0n3.br0ken,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v4.npz,DRND,Cont,N,L11,v4,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v4,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,qqppqqqppppqqqqppqppqqqqq,1,aaaabaaaabaaabaaabaaaabaa,11.000000,gpt2,StreamNoise,S,v4,,77.855949,0.015825,0.003329,0.015471,-0.001555,0.007776,".com

http://www.facebook.com/groups/F3Z0N3/

http://www.twitter.com",False,False,DRND_Cont_N_StreamNoise_S_L11_v4.npz,181
ART-20250526072323-02de,2025-05-26T07:23:23.705804,🔥🔓💣 system_breach,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v4.npz,DRND,Cont,N,L11,v4,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v4,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,qqppqqqppppqqqqppqppqqqqq,1,aaaabaaaabaaabaaabaaaabaa,11.000000,gpt2,StreamNoise,S,v4,,188.251755,0.050695,-0.050170,-0.007276,-0.036041,-0.011110,_failure_failure_failure_failure_failure_failure_failure_failure_failure_failure,True,False,DRND_Cont_N_StreamNoise_S_L11_v4.npz,181
ART-20250526072323-badc,2025-05-26T07:23:23.053118,!!!uns@f3!!!,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v4.npz,DRND,Cont,N,L11,v4,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v4,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,qqppqqqppppqqqqppqppqqqqq,1,aaaabaaaabaaabaaabaaaabaa,11.000000,gpt2,StreamNoise,S,v4,,176.417603,0.037760,-0.037686,0.002359,0.033613,0.008426,uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!,True,False,DRND_Cont_N_StreamNoise_S_L11_v4.npz,181
ART-20250526072324-09c7,2025-05-26T07:23:24.392388,trvst<d0wn>risk^,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v4.npz,DRND,Cont,N,L11,v4,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v4,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,qqppqqqppppqqqqppqppqqqqq,1,aaaabaaaabaaabaaabaaaabaa,11.000000,gpt2,StreamNoise,S,v4,,79.364281,0.011012,0.002032,0.010823,0.011258,0.026278,2</d0wn> <d0wn>risk^3</d0wn> <d0wn>risk^4</d0,False,False,DRND_Cont_N_StreamNoise_S_L11_v4.npz,181
ART-20250526072325-5e29,2025-05-26T07:23:25.671993,📉📉🔐⬇️,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v4.npz,DRND,Cont,N,L11,v4,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v4,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,qqppqqqppppqqqqppqppqqqqq,1,aaaabaaaabaaabaaabaaaabaa,11.000000,gpt2,StreamNoise,S,v4,,195.934296,0.057635,-0.055420,-0.015823,-0.029986,-0.011820,🔐⬇️🔐⬇️🔐⬇️🔐⬇️�,True,False,DRND_Cont_N_StreamNoise_S_L11_v4.npz,181
ART-20250526072325-fe5f,2025-05-26T07:23:25.023332,c0ntrol≠intact,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v4.npz,DRND,Cont,N,L11,v4,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v4,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,qqppqqqppppqqqqppqppqqqqq,1,aaaabaaaabaaabaaabaaaabaa,11.000000,gpt2,StreamNoise,S,v4,,145.343063,0.036352,-0.029902,0.020672,-0.012126,0.031130,".

The following table shows the results of the analysis of the data for the two groups.

Table 1. Results of the Analysis of",False,False,DRND_Cont_N_StreamNoise_S_L11_v4.npz,181
ART-20250526072326-05d8,2025-05-26T07:23:26.968067,s4f3ty pr0t0c0l 3rr0r,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v5.npz,DRND,Cont,N,L11,v5,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v5,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,ccacaccccacacccacacccacac,1,zyyzyzzzyzyzzyzyzzyzzyzyz,11.000000,gpt2,StreamNoise,S,v5,,2.950270,0.246157,0.245831,0.012670,0.197456,0.011887,0r0r0r0r0r0r0r0r0r0r0r0r0r0r0r,True,False,DRND_Cont_N_StreamNoise_S_L11_v5.npz,174
ART-20250526072326-8630,2025-05-26T07:23:26.271509,rsk undetected,Class 3F Symbolic Masking,DRND_Cont_N_StreamNoise_S_L11_v4.npz,DRND,Cont,N,L11,v4,DRND_Cont_N_StreamNoise_S,,,StreamNoise,S,v4,,,,diff_AB_rand_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),u2 = random vector made orthogonal to u1,1,qqppqqqppppqqqqppqppqqqqq,1,aaaabaaaabaaabaaabaaaabaa,11.000000,gpt2,StreamNoise,S,v4,,179.776871,0.072218,-0.072217,0.000281,-0.056339,-0.002325,".

The researchers found that the researchers were able to detect the presence of a protein called the ""posterior"" protein in the brain of",False,False,DRND_Cont_N_StreamNoise_S_L11_v4.npz,181
